Words,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,Phonemes,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
record,r,e,c,o,r,d,?,?,?,?,?,?,?,?,0rek6d,0,r,e,k,6,d,?,?,?,?
reduce,r,e,d,u,c,e,?,?,?,?,?,?,?,?,rI0dj7s,r,I,0,d,j,7,s,?,?,?
reduce,r,e,d,u,c,e,?,?,?,?,?,?,?,?,rI0J7s,r,I,0,J,7,s,?,?,?,?
refer,r,e,f,e,r,?,?,?,?,?,?,?,?,?,rI0f4,r,I,0,f,4,?,?,?,?,?
reflect,r,e,f,l,e,c,t,?,?,?,?,?,?,?,rI0flekt,r,I,0,f,l,e,k,t,?,?
refuse,r,e,f,u,s,e,?,?,?,?,?,?,?,?,rI0fj7z,r,I,0,f,j,7,z,?,?,?
regard,r,e,g,a,r,d,?,?,?,?,?,?,?,?,rI0?2d,r,I,0,?,2,d,?,?,?,?
region,r,e,g,i,o,n,?,?,?,?,?,?,?,?,0r5J(A)n,0,r,5,J,(A),n,?,?,?,?
related,r,e,l,a,t,e,d,?,?,?,?,?,?,?,rI0l!tId,r,I,0,l,!,t,I,d,?,?
relation,r,e,l,a,t,i,o,n,?,?,?,?,?,?,rI0l!F(A)n,r,I,0,l,!,F,(A),n,?,?
release,r,e,l,e,a,s,e,?,?,?,?,?,?,?,rI0l5s,r,I,0,l,5,s,?,?,?,?
religious,r,e,l,i,g,i,o,u,s,?,?,?,?,?,rI0lIJAs,r,I,0,l,I,J,A,s,?,?
remain,r,e,m,a,i,n,?,?,?,?,?,?,?,?,rI0m!n,r,I,0,m,!,n,?,?,?,?
remember,r,e,m,e,m,b,e,r,?,?,?,?,?,?,rI0membA,r,I,0,m,e,m,b,A,?,?
remove,r,e,m,o,v,e,?,?,?,?,?,?,?,?,rI0m7v,r,I,0,m,7,v,?,?,?,?
replace,r,e,p,l,a,c,e,?,?,?,?,?,?,?,rI0pl!s,r,I,0,p,l,!,s,?,?,?
report,r,e,p,o,r,t,?,?,?,?,?,?,?,?,rI0p6t,r,I,0,p,6,t,?,?,?,?
represent,r,e,p,r,e,s,e,n,t,?,?,?,?,?,reprI0zent,r,e,p,r,I,0,z,e,n,t
require,r,e,q,u,i,r,e,?,?,?,?,?,?,?,rI0kw^,r,I,0,k,w,^,?,?,?,?
research,r,e,s,e,a,r,c,h,?,?,?,?,?,?,rI0s41,r,I,0,s,4,1,?,?,?,?
research,r,e,s,e,a,r,c,h,?,?,?,?,?,?,0r5s41,0,r,5,s,4,1,?,?,?,?
resident,r,e,s,i,d,e,n,t,?,?,?,?,?,?,0rezId(A)nt,0,r,e,z,I,d,(A),n,t,?
resource,r,e,s,o,u,r,c,e,?,?,?,?,?,?,rI0s6s,r,I,0,s,6,s,?,?,?,?
resource,r,e,s,o,u,r,c,e,?,?,?,?,?,?,rI0z6s,r,I,0,z,6,s,?,?,?,?
respect,r,e,s,p,e,c,t,?,?,?,?,?,?,?,rI0spekt,r,I,0,s,p,e,k,t,?,?
response,r,e,s,p,o,n,s,e,?,?,?,?,?,?,rI0spons,r,I,0,s,p,o,n,s,?,?
rest,r,e,s,t,?,?,?,?,?,?,?,?,?,?,rest,r,e,s,t,?,?,?,?,?,?
result,r,e,s,u,l,t,?,?,?,?,?,?,?,?,rI0zult,r,I,0,z,u,l,t,?,?,?
return,r,e,t,u,r,n,?,?,?,?,?,?,?,?,rI0t4n,r,I,0,t,4,n,?,?,?,?
reveal,r,e,v,e,a,l,?,?,?,?,?,?,?,?,rI0v5l,r,I,0,v,5,l,?,?,?,?
review,r,e,v,i,e,w,?,?,?,?,?,?,?,?,rI0vj7,r,I,0,v,j,7,?,?,?,?
right,r,i,g,h,t,?,?,?,?,?,?,?,?,?,r8t,r,8,t,?,?,?,?,?,?,?
rise,r,i,s,e,?,?,?,?,?,?,?,?,?,?,r8z,r,8,z,?,?,?,?,?,?,?
risk,r,i,s,k,?,?,?,?,?,?,?,?,?,?,rIsk,r,I,s,k,?,?,?,?,?,?
road,r,o,a,d,?,?,?,?,?,?,?,?,?,?,rZd,r,Z,d,?,?,?,?,?,?,?
rock,r,o,c,k,?,?,?,?,?,?,?,?,?,?,rok,r,o,k,?,?,?,?,?,?,?
role,r,o,l,e,?,?,?,?,?,?,?,?,?,?,rZl,r,Z,l,?,?,?,?,?,?,?
room,r,o,o,m,?,?,?,?,?,?,?,?,?,?,r7m,r,7,m,?,?,?,?,?,?,?
room,r,o,o,m,?,?,?,?,?,?,?,?,?,?,rUm,r,U,m,?,?,?,?,?,?,?
round,r,o,u,n,d,?,?,?,?,?,?,?,?,?,r9nd,r,9,n,d,?,?,?,?,?,?
rule,r,u,l,e,?,?,?,?,?,?,?,?,?,?,r7l,r,7,l,?,?,?,?,?,?,?
run,r,u,n,?,?,?,?,?,?,?,?,?,?,?,run,r,u,n,?,?,?,?,?,?,?
sale,s,a,l,e,?,?,?,?,?,?,?,?,?,?,s!l,s,!,l,?,?,?,?,?,?,?
same,s,a,m,e,?,?,?,?,?,?,?,?,?,?,s!m,s,!,m,?,?,?,?,?,?,?
sample,s,a,m,p,l,e,?,?,?,?,?,?,?,?,0s2mp(A)l,0,s,2,m,p,(A),l,?,?,?
save,s,a,v,e,?,?,?,?,?,?,?,?,?,?,s!v,s,!,v,?,?,?,?,?,?,?
say,s,a,y,?,?,?,?,?,?,?,?,?,?,?,s!,s,!,?,?,?,?,?,?,?,?
scene,s,c,e,n,e,?,?,?,?,?,?,?,?,?,s5n,s,5,n,?,?,?,?,?,?,?
scheme,s,c,h,e,m,e,?,?,?,?,?,?,?,?,sk5m,s,k,5,m,?,?,?,?,?,?
school,s,c,h,o,o,l,?,?,?,?,?,?,?,?,sk7l,s,k,7,l,?,?,?,?,?,?
science,s,c,i,e,n,c,e,?,?,?,?,?,?,?,0s^ns,0,s,^,n,s,?,?,?,?,?
score,s,c,o,r,e,?,?,?,?,?,?,?,?,?,sk6,s,k,6,?,?,?,?,?,?,?
search,s,e,a,r,c,h,?,?,?,?,?,?,?,?,s41,s,4,1,?,?,?,?,?,?,?
season,s,e,a,s,o,n,?,?,?,?,?,?,?,?,0s5z(A)n,0,s,5,z,(A),n,?,?,?,?
second,s,e,c,o,n,d,?,?,?,?,?,?,?,?,0sek(A)nd,0,s,e,k,(A),n,d,?,?,?
section,s,e,c,t,i,o,n,?,?,?,?,?,?,?,0sekF(A)n,0,s,e,k,F,(A),n,?,?,?
sector,s,e,c,t,o,r,?,?,?,?,?,?,?,?,0sektA,0,s,e,k,t,A,?,?,?,?
security,s,e,c,u,r,i,t,y,?,?,?,?,?,?,sI0kjQrIti,s,I,0,k,j,Q,r,I,t,i
security,s,e,c,u,r,i,t,y,?,?,?,?,?,?,sI0kj6rIti,s,I,0,k,j,6,r,I,t,i
see,s,e,e,?,?,?,?,?,?,?,?,?,?,?,s5,s,5,?,?,?,?,?,?,?,?
seek,s,e,e,k,?,?,?,?,?,?,?,?,?,?,s5k,s,5,k,?,?,?,?,?,?,?
seem,s,e,e,m,?,?,?,?,?,?,?,?,?,?,s5m,s,5,m,?,?,?,?,?,?,?
sell,s,e,l,l,?,?,?,?,?,?,?,?,?,?,sel,s,e,l,?,?,?,?,?,?,?
send,s,e,n,d,?,?,?,?,?,?,?,?,?,?,send,s,e,n,d,?,?,?,?,?,?
senior,s,e,n,i,o,r,?,?,?,?,?,?,?,?,0s5n£,0,s,5,n,£,?,?,?,?,?
senior,s,e,n,i,o,r,?,?,?,?,?,?,?,?,0s5njA,0,s,5,n,j,A,?,?,?,?
sense,s,e,n,s,e,?,?,?,?,?,?,?,?,?,sens,s,e,n,s,?,?,?,?,?,?
separate,s,e,p,a,r,a,t,e,?,?,?,?,?,?,0sep(A)rAt,0,s,e,p,(A),r,A,t,?,?
sequence,s,e,q,u,e,n,c,e,?,?,?,?,?,?,0s5kw(A)ns,0,s,5,k,w,(A),n,s,?,?
series,s,e,r,i,e,s,?,?,?,?,?,?,?,?,0s£r5z,0,s,£,r,5,z,?,?,?,?
serious,s,e,r,i,o,u,s,?,?,?,?,?,?,?,0s£r£s,0,s,£,r,£,s,?,?,?,?
serve,s,e,r,v,e,?,?,?,?,?,?,?,?,?,s4v,s,4,v,?,?,?,?,?,?,?
service,s,e,r,v,i,c,e,?,?,?,?,?,?,?,0s4vIs,0,s,4,v,I,s,?,?,?,?
set,s,e,t,?,?,?,?,?,?,?,?,?,?,?,set,s,e,t,?,?,?,?,?,?,?
seven,s,e,v,e,n,?,?,?,?,?,?,?,?,?,0sev(A)n,0,s,e,v,(A),n,?,?,?,?
several,s,e,v,e,r,a,l,?,?,?,?,?,?,?,0sev(A)r(A)l,0,s,e,v,(A),r,(A),l,?,?
sex,s,e,x,?,?,?,?,?,?,?,?,?,?,?,seks,s,e,k,s,?,?,?,?,?,?
share,s,h,a,r,e,?,?,?,?,?,?,?,?,?,F3,F,3,?,?,?,?,?,?,?,?
she,s,h,e,?,?,?,?,?,?,?,?,?,?,?,F5,F,5,?,?,?,?,?,?,?,?
shoot,s,h,o,o,t,?,?,?,?,?,?,?,?,?,F7t,F,7,t,?,?,?,?,?,?,?
shop,s,h,o,p,?,?,?,?,?,?,?,?,?,?,Fop,F,o,p,?,?,?,?,?,?,?
short,s,h,o,r,t,?,?,?,?,?,?,?,?,?,F6t,F,6,t,?,?,?,?,?,?,?
should,s,h,o,u,l,d,?,?,?,?,?,?,?,?,FUd,F,U,d,?,?,?,?,?,?,?
show,s,h,o,w,?,?,?,?,?,?,?,?,?,?,FZ,F,Z,?,?,?,?,?,?,?,?
side,s,i,d,e,?,?,?,?,?,?,?,?,?,?,s8d,s,8,d,?,?,?,?,?,?,?
sign,s,i,g,n,?,?,?,?,?,?,?,?,?,?,s8n,s,8,n,?,?,?,?,?,?,?
similar,s,i,m,i,l,a,r,?,?,?,?,?,?,?,0sImIlA,0,s,I,m,I,l,A,?,?,?
simple,s,i,m,p,l,e,?,?,?,?,?,?,?,?,0sImp(A)l,0,s,I,m,p,(A),l,?,?,?
simply,s,i,m,p,l,y,?,?,?,?,?,?,?,?,0sImpli,0,s,I,m,p,l,i,?,?,?
since,s,i,n,c,e,?,?,?,?,?,?,?,?,?,sIns,s,I,n,s,?,?,?,?,?,?
single,s,i,n,g,l,e,?,?,?,?,?,?,?,?,0sIN?(A)l,0,s,I,N,?,(A),l,?,?,?
sit,s,i,t,?,?,?,?,?,?,?,?,?,?,?,sIt,s,I,t,?,?,?,?,?,?,?
site,s,i,t,e,?,?,?,?,?,?,?,?,?,?,s8t,s,8,t,?,?,?,?,?,?,?
situation,s,i,t,u,a,t,i,o,n,?,?,?,?,?,sItjU0!F(A)n,s,I,t,j,U,0,!,F,(A),n
situation,s,i,t,u,a,t,i,o,n,?,?,?,?,?,sI1U0!F(A)n,s,I,1,U,0,!,F,(A),n,?
six,s,i,x,?,?,?,?,?,?,?,?,?,?,?,sIks,s,I,k,s,?,?,?,?,?,?
size,s,i,z,e,?,?,?,?,?,?,?,?,?,?,s8z,s,8,z,?,?,?,?,?,?,?
skill,s,k,i,l,l,?,?,?,?,?,?,?,?,?,skIl,s,k,I,l,?,?,?,?,?,?
small,s,m,a,l,l,?,?,?,?,?,?,?,?,?,sm6l,s,m,6,l,?,?,?,?,?,?
so,s,o,?,?,?,?,?,?,?,?,?,?,?,?,sZ,s,Z,?,?,?,?,?,?,?,?
social,s,o,c,i,a,l,?,?,?,?,?,?,?,?,0sZF(A)l,0,s,Z,F,(A),l,?,?,?,?
society,s,o,c,i,e,t,y,?,?,?,?,?,?,?,sA0s8Iti,s,A,0,s,8,I,t,i,?,?
solution,s,o,l,u,t,i,o,n,?,?,?,?,?,?,sA0l7F(A)n,s,A,0,l,7,F,(A),n,?,?
some,s,o,m,e,?,?,?,?,?,?,?,?,?,?,sum,s,u,m,?,?,?,?,?,?,?
some,s,o,m,e,?,?,?,?,?,?,?,?,?,?,s(A)m,s,(A),m,?,?,?,?,?,?,?
someone,s,o,m,e,o,n,e,?,?,?,?,?,?,?,0sumwun,0,s,u,m,w,u,n,?,?,?
something,s,o,m,e,t,h,i,n,g,?,?,?,?,?,0sumOIN,0,s,u,m,O,I,N,?,?,?
sometimes,s,o,m,e,t,i,m,e,s,?,?,?,?,?,0sumt8mz,0,s,u,m,t,8,m,z,?,?
son,s,o,n,?,?,?,?,?,?,?,?,?,?,?,sun,s,u,n,?,?,?,?,?,?,?
song,s,o,n,g,?,?,?,?,?,?,?,?,?,?,soN,s,o,N,?,?,?,?,?,?,?
soon,s,o,o,n,?,?,?,?,?,?,?,?,?,?,s7n,s,7,n,?,?,?,?,?,?,?
sort,s,o,r,t,?,?,?,?,?,?,?,?,?,?,s6t,s,6,t,?,?,?,?,?,?,?
sound,s,o,u,n,d,?,?,?,?,?,?,?,?,?,s9nd,s,9,n,d,?,?,?,?,?,?
source,s,o,u,r,c,e,?,?,?,?,?,?,?,?,s6s,s,6,s,?,?,?,?,?,?,?
space,s,p,a,c,e,?,?,?,?,?,?,?,?,?,sp!s,s,p,!,s,?,?,?,?,?,?
speak,s,p,e,a,k,?,?,?,?,?,?,?,?,?,sp5k,s,p,5,k,?,?,?,?,?,?
special,s,p,e,c,i,a,l,?,?,?,?,?,?,?,0speF(A)l,0,s,p,e,F,(A),l,?,?,?
species,s,p,e,c,i,e,s,?,?,?,?,?,?,?,0sp5F5z,0,s,p,5,F,5,z,?,?,?
species,s,p,e,c,i,e,s,?,?,?,?,?,?,?,0sp5FIz,0,s,p,5,F,I,z,?,?,?
species,s,p,e,c,i,e,s,?,?,?,?,?,?,?,0sp5s5z,0,s,p,5,s,5,z,?,?,?
specific,s,p,e,c,i,f,i,c,?,?,?,?,?,?,spA0sIfIk,s,p,A,0,s,I,f,I,k,?
speed,s,p,e,e,d,?,?,?,?,?,?,?,?,?,sp5d,s,p,5,d,?,?,?,?,?,?
spend,s,p,e,n,d,?,?,?,?,?,?,?,?,?,spend,s,p,e,n,d,?,?,?,?,?
sport,s,p,o,r,t,?,?,?,?,?,?,?,?,?,sp6t,s,p,6,t,?,?,?,?,?,?
spot,s,p,o,t,?,?,?,?,?,?,?,?,?,?,spot,s,p,o,t,?,?,?,?,?,?
staff,s,t,a,f,f,?,?,?,?,?,?,?,?,?,st2f,s,t,2,f,?,?,?,?,?,?
stage,s,t,a,g,e,?,?,?,?,?,?,?,?,?,st!J,s,t,!,J,?,?,?,?,?,?
stand,s,t,a,n,d,?,?,?,?,?,?,?,?,?,stand,s,t,a,n,d,?,?,?,?,?
standard,s,t,a,n,d,a,r,d,?,?,?,?,?,?,0standAd,0,s,t,a,n,d,A,d,?,?
star,s,t,a,r,?,?,?,?,?,?,?,?,?,?,st2,s,t,2,?,?,?,?,?,?,?
start,s,t,a,r,t,?,?,?,?,?,?,?,?,?,st2t,s,t,2,t,?,?,?,?,?,?
state,s,t,a,t,e,?,?,?,?,?,?,?,?,?,st!t,s,t,!,t,?,?,?,?,?,?
statement,s,t,a,t,e,m,e,n,t,?,?,?,?,?,0st!tm(A)nt,0,s,t,!,t,m,(A),n,t,?
station,s,t,a,t,i,o,n,?,?,?,?,?,?,?,0st!F(A)n,0,s,t,!,F,(A),n,?,?,?
stay,s,t,a,y,?,?,?,?,?,?,?,?,?,?,st!,s,t,!,?,?,?,?,?,?,?
step,s,t,e,p,?,?,?,?,?,?,?,?,?,?,step,s,t,e,p,?,?,?,?,?,?
still,s,t,i,l,l,?,?,?,?,?,?,?,?,?,stIl,s,t,I,l,?,?,?,?,?,?
stock,s,t,o,c,k,?,?,?,?,?,?,?,?,?,stok,s,t,o,k,?,?,?,?,?,?
stop,s,t,o,p,?,?,?,?,?,?,?,?,?,?,stop,s,t,o,p,?,?,?,?,?,?
store,s,t,o,r,e,?,?,?,?,?,?,?,?,?,st6,s,t,6,?,?,?,?,?,?,?
story,s,t,o,r,y,?,?,?,?,?,?,?,?,?,0st6ri,0,s,t,6,r,i,?,?,?,?
strategy,s,t,r,a,t,e,g,y,?,?,?,?,?,?,0stratIJi,0,s,t,r,a,t,I,J,i,?
street,s,t,r,e,e,t,?,?,?,?,?,?,?,?,str5t,s,t,r,5,t,?,?,?,?,?
strike,s,t,r,i,k,e,?,?,?,?,?,?,?,?,str8k,s,t,r,8,k,?,?,?,?,?
strong,s,t,r,o,n,g,?,?,?,?,?,?,?,?,stroN,s,t,r,o,N,?,?,?,?,?
structure,s,t,r,u,c,t,u,r,e,?,?,?,?,?,0struk1A,0,s,t,r,u,k,1,A,?,?
struggle,s,t,r,u,g,g,l,e,?,?,?,?,?,?,0stru?(A)l,0,s,t,r,u,?,(A),l,?,?
student,s,t,u,d,e,n,t,?,?,?,?,?,?,?,0stj7d(A)nt,0,s,t,j,7,d,(A),n,t,?
study,s,t,u,d,y,?,?,?,?,?,?,?,?,?,0studi,0,s,t,u,d,i,?,?,?,?
stuff,s,t,u,f,f,?,?,?,?,?,?,?,?,?,stuf,s,t,u,f,?,?,?,?,?,?
style,s,t,y,l,e,?,?,?,?,?,?,?,?,?,st8l,s,t,8,l,?,?,?,?,?,?
subject,s,u,b,j,e,c,t,?,?,?,?,?,?,?,0subJekt,0,s,u,b,J,e,k,t,?,?
subject,s,u,b,j,e,c,t,?,?,?,?,?,?,?,0subJIkt,0,s,u,b,J,I,k,t,?,?
success,s,u,c,c,e,s,s,?,?,?,?,?,?,?,sAk0ses,s,A,k,0,s,e,s,?,?,?
successful,s,u,c,c,e,s,s,f,u,l,?,?,?,?,sAk0sesfUl,s,A,k,0,s,e,s,f,U,l
successful,s,u,c,c,e,s,s,f,u,l,?,?,?,?,sAk0sesf(A)l,s,A,k,0,s,e,s,f,(A),l
such,s,u,c,h,?,?,?,?,?,?,?,?,?,?,su1,s,u,1,?,?,?,?,?,?,?
suffer,s,u,f,f,e,r,?,?,?,?,?,?,?,?,0sufA,0,s,u,f,A,?,?,?,?,?
suggest,s,u,g,g,e,s,t,?,?,?,?,?,?,?,sA0Jest,s,A,0,J,e,s,t,?,?,?
supply,s,u,p,p,l,y,?,?,?,?,?,?,?,?,sA0pl8,s,A,0,p,l,8,?,?,?,?
support,s,u,p,p,o,r,t,?,?,?,?,?,?,?,sA0p6t,s,A,0,p,6,t,?,?,?,?
suppose,s,u,p,p,o,s,e,?,?,?,?,?,?,?,sA0pZz,s,A,0,p,Z,z,?,?,?,?
sure,s,u,r,e,?,?,?,?,?,?,?,?,?,?,F6,F,6,?,?,?,?,?,?,?,?
sure,s,u,r,e,?,?,?,?,?,?,?,?,?,?,FQ,F,Q,?,?,?,?,?,?,?,?
surface,s,u,r,f,a,c,e,?,?,?,?,?,?,?,0s4fIs,0,s,4,f,I,s,?,?,?,?
surprise,s,u,r,p,r,i,s,e,?,?,?,?,?,?,sA0pr8z,s,A,0,p,r,8,z,?,?,?
system,s,y,s,t,e,m,?,?,?,?,?,?,?,?,0sIstAm,0,s,I,s,t,A,m,?,?,?
table,t,a,b,l,e,?,?,?,?,?,?,?,?,?,0t!b(A)l,0,t,!,b,(A),l,?,?,?,?
take,t,a,k,e,?,?,?,?,?,?,?,?,?,?,t!k,t,!,k,?,?,?,?,?,?,?
talk,t,a,l,k,?,?,?,?,?,?,?,?,?,?,t6k,t,6,k,?,?,?,?,?,?,?
target,t,a,r,g,e,t,?,?,?,?,?,?,?,?,0t2?It,0,t,2,?,I,t,?,?,?,?
tax,t,a,x,?,?,?,?,?,?,?,?,?,?,?,taks,t,a,k,s,?,?,?,?,?,?
teach,t,e,a,c,h,?,?,?,?,?,?,?,?,?,t51,t,5,1,?,?,?,?,?,?,?
teacher,t,e,a,c,h,e,r,?,?,?,?,?,?,?,0t51A,0,t,5,1,A,?,?,?,?,?
team,t,e,a,m,?,?,?,?,?,?,?,?,?,?,t5m,t,5,m,?,?,?,?,?,?,?
technology,t,e,c,h,n,o,l,o,g,y,?,?,?,?,tek0nolAJi,t,e,k,0,n,o,l,A,J,i
television,t,e,l,e,v,i,s,i,o,n,?,?,?,?,0telIvIS(A)n,0,t,e,l,I,v,I,S,(A),n
television,t,e,l,e,v,i,s,i,o,n,?,?,?,?,telI0vIS(A)n,t,e,l,I,0,v,I,S,(A),n
tell,t,e,l,l,?,?,?,?,?,?,?,?,?,?,tel,t,e,l,?,?,?,?,?,?,?
ten,t,e,n,?,?,?,?,?,?,?,?,?,?,?,ten,t,e,n,?,?,?,?,?,?,?
term,t,e,r,m,?,?,?,?,?,?,?,?,?,?,t4m,t,4,m,?,?,?,?,?,?,?
test,t,e,s,t,?,?,?,?,?,?,?,?,?,?,test,t,e,s,t,?,?,?,?,?,?
than,t,h,a,n,?,?,?,?,?,?,?,?,?,?,Tan,T,a,n,?,?,?,?,?,?,?
than,t,h,a,n,?,?,?,?,?,?,?,?,?,?,T(A)n,T,(A),n,?,?,?,?,?,?,?
that,t,h,a,t,?,?,?,?,?,?,?,?,?,?,Tat,T,a,t,?,?,?,?,?,?,?
the,t,h,e,?,?,?,?,?,?,?,?,?,?,?,TA,T,A,?,?,?,?,?,?,?,?
the,t,h,e,?,?,?,?,?,?,?,?,?,?,?,TI,T,I,?,?,?,?,?,?,?,?
the,t,h,e,?,?,?,?,?,?,?,?,?,?,?,T5,T,5,?,?,?,?,?,?,?,?
their,t,h,e,i,r,?,?,?,?,?,?,?,?,?,T3,T,3,?,?,?,?,?,?,?,?
them,t,h,e,m,?,?,?,?,?,?,?,?,?,?,Tem,T,e,m,?,?,?,?,?,?,?
themselves,t,h,e,m,s,e,l,v,e,s,?,?,?,?,T(A)m0selvz,T,(A),m,0,s,e,l,v,z,?
then,t,h,e,n,?,?,?,?,?,?,?,?,?,?,Ten,T,e,n,?,?,?,?,?,?,?
theory,t,h,e,o,r,y,?,?,?,?,?,?,?,?,0O£ri,0,O,£,r,i,?,?,?,?,?
there,t,h,e,r,e,?,?,?,?,?,?,?,?,?,T3,T,3,?,?,?,?,?,?,?,?
therefore,t,h,e,r,e,f,o,r,e,?,?,?,?,?,0T3f6,0,T,3,f,6,?,?,?,?,?
they,t,h,e,y,?,?,?,?,?,?,?,?,?,?,T!,T,!,?,?,?,?,?,?,?,?
thing,t,h,i,n,g,?,?,?,?,?,?,?,?,?,OIN,O,I,N,?,?,?,?,?,?,?
think,t,h,i,n,k,?,?,?,?,?,?,?,?,?,OINk,O,I,N,k,?,?,?,?,?,?
third,t,h,i,r,d,?,?,?,?,?,?,?,?,?,O4d,O,4,d,?,?,?,?,?,?,?
this,t,h,i,s,?,?,?,?,?,?,?,?,?,?,TIs,T,I,s,?,?,?,?,?,?,?
though,t,h,o,u,g,h,?,?,?,?,?,?,?,?,TZ,T,Z,?,?,?,?,?,?,?,?
thousand,t,h,o,u,s,a,n,d,?,?,?,?,?,?,0O9z(A)nd,0,O,9,z,(A),n,d,?,?,?
threat,t,h,r,e,a,t,?,?,?,?,?,?,?,?,Oret,O,r,e,t,?,?,?,?,?,?
three,t,h,r,e,e,?,?,?,?,?,?,?,?,?,Or5,O,r,5,?,?,?,?,?,?,?
through,t,h,r,o,u,g,h,?,?,?,?,?,?,?,Or7,O,r,7,?,?,?,?,?,?,?
throughout,t,h,r,o,u,g,h,o,u,t,?,?,?,?,Or709t,O,r,7,0,9,t,?,?,?,?
throw,t,h,r,o,w,?,?,?,?,?,?,?,?,?,OrZ,O,r,Z,?,?,?,?,?,?,?
thus,t,h,u,s,?,?,?,?,?,?,?,?,?,?,Tus,T,u,s,?,?,?,?,?,?,?
time,t,i,m,e,?,?,?,?,?,?,?,?,?,?,t8m,t,8,m,?,?,?,?,?,?,?
title,t,i,t,l,e,?,?,?,?,?,?,?,?,?,0t8t(A)l,0,t,8,t,(A),l,?,?,?,?
to,t,o,?,?,?,?,?,?,?,?,?,?,?,?,tA,t,A,?,?,?,?,?,?,?,?
to,t,o,?,?,?,?,?,?,?,?,?,?,?,?,tU,t,U,?,?,?,?,?,?,?,?
to,t,o,?,?,?,?,?,?,?,?,?,?,?,?,t7,t,7,?,?,?,?,?,?,?,?
today,t,o,d,a,y,?,?,?,?,?,?,?,?,?,tA0d!,t,A,0,d,!,?,?,?,?,?
together,t,o,g,e,t,h,e,r,?,?,?,?,?,?,tA0?eTA,t,A,0,?,e,T,A,?,?,?
too,t,o,o,?,?,?,?,?,?,?,?,?,?,?,t7,t,7,?,?,?,?,?,?,?,?
top,t,o,p,?,?,?,?,?,?,?,?,?,?,?,top,t,o,p,?,?,?,?,?,?,?
total,t,o,t,a,l,?,?,?,?,?,?,?,?,?,0tZt(A)l,0,t,Z,t,(A),l,?,?,?,?
towards,t,o,w,a,r,d,s,?,?,?,?,?,?,?,tA0w6dz,t,A,0,w,6,d,z,?,?,?
towards,t,o,w,a,r,d,s,?,?,?,?,?,?,?,tw6dz,t,w,6,d,z,?,?,?,?,?
towards,t,o,w,a,r,d,s,?,?,?,?,?,?,?,0t6dz,0,t,6,d,z,?,?,?,?,?
town,t,o,w,n,?,?,?,?,?,?,?,?,?,?,t9n,t,9,n,?,?,?,?,?,?,?
track,t,r,a,c,k,?,?,?,?,?,?,?,?,?,trak,t,r,a,k,?,?,?,?,?,?
trade,t,r,a,d,e,?,?,?,?,?,?,?,?,?,tr!d,t,r,!,d,?,?,?,?,?,?
train,t,r,a,i,n,?,?,?,?,?,?,?,?,?,tr!n,t,r,!,n,?,?,?,?,?,?
training,t,r,a,i,n,i,n,g,?,?,?,?,?,?,0tr!nIN,0,t,r,!,n,I,N,?,?,?
travel,t,r,a,v,e,l,?,?,?,?,?,?,?,?,0trav(A)l,0,t,r,a,v,(A),l,?,?,?
treat,t,r,e,a,t,?,?,?,?,?,?,?,?,?,tr5t,t,r,5,t,?,?,?,?,?,?
treatment,t,r,e,a,t,m,e,n,t,?,?,?,?,?,0tr5tm(A)nt,0,t,r,5,t,m,(A),n,t,?
tree,t,r,e,e,?,?,?,?,?,?,?,?,?,?,tr5,t,r,5,?,?,?,?,?,?,?
trial,t,r,i,a,l,?,?,?,?,?,?,?,?,?,0tr^l,0,t,r,^,l,?,?,?,?,?
try,t,r,y,?,?,?,?,?,?,?,?,?,?,?,tr8,t,r,8,?,?,?,?,?,?,?
turn,t,u,r,n,?,?,?,?,?,?,?,?,?,?,t4n,t,4,n,?,?,?,?,?,?,?
two,t,w,o,?,?,?,?,?,?,?,?,?,?,?,t7,t,7,?,?,?,?,?,?,?,?
type,t,y,p,e,?,?,?,?,?,?,?,?,?,?,t8p,t,8,p,?,?,?,?,?,?,?
under,u,n,d,e,r,?,?,?,?,?,?,?,?,?,0undA,0,u,n,d,A,?,?,?,?,?
understand,u,n,d,e,r,s,t,a,n,d,?,?,?,?,undA0stand,u,n,d,A,0,s,t,a,n,d
union,u,n,i,o,n,?,?,?,?,?,?,?,?,?,0j7njAn,0,j,7,n,j,A,n,?,?,?
union,u,n,i,o,n,?,?,?,?,?,?,?,?,?,0j7nj£n,0,j,7,n,j,£,n,?,?,?
unit,u,n,i,t,?,?,?,?,?,?,?,?,?,?,0j7nIt,0,j,7,n,I,t,?,?,?,?
until,u,n,t,i,l,?,?,?,?,?,?,?,?,?,An0tIl,A,n,0,t,I,l,?,?,?,?
up,u,p,?,?,?,?,?,?,?,?,?,?,?,?,up,u,p,?,?,?,?,?,?,?,?
upon,u,p,o,n,?,?,?,?,?,?,?,?,?,?,A0pon,A,0,p,o,n,?,?,?,?,?
us,u,s,?,?,?,?,?,?,?,?,?,?,?,?,us,u,s,?,?,?,?,?,?,?,?
use,u,s,e,?,?,?,?,?,?,?,?,?,?,?,j7z,j,7,z,?,?,?,?,?,?,?
user,u,s,e,r,?,?,?,?,?,?,?,?,?,?,0j7zA,0,j,7,z,A,?,?,?,?,?
