Source page: http://www.oxforddictionaries.com/top1000/english,
link,link/_text,link/_title,arl_value,arldict_flag,label,definition_description,"_PAGE_NUMBER"
"http://www.oxforddictionaries.com/definition/english/speak","speak British & World English","English definition of speak in Oxford Dictionaries (British & World English)","speak","British & World English","…","Say something in order to convey information or to express a feeling","17"
"http://www.oxforddictionaries.com/definition/english/special","special British & World English","English definition of special in Oxford Dictionaries (British & World English)","special","British & World English","…","Better, greater, or otherwise different from what is usual","17"
"http://www.oxforddictionaries.com/definition/english/species","species British & World English","English definition of species in Oxford Dictionaries (British & World English)","species","British & World English","…","A group of living organisms consisting of similar individuals capable of exchanging genes or interbreeding. The species is the principal natural taxonomic unit, ranking below a genus and denoted by a Latin binomial, e.g. Homo sapiens","17"
"http://www.oxforddictionaries.com/definition/english/specific","specific British & World English","English definition of specific in Oxford Dictionaries (British & World English)","specific","British & World English","…","Clearly defined or identified","17"
"http://www.oxforddictionaries.com/definition/english/speed","speed British & World English","English definition of speed in Oxford Dictionaries (British & World English)","speed","British & World English","…","The rate at which someone or something moves or operates or is able to move or operate","17"
"http://www.oxforddictionaries.com/definition/english/spend","spend British & World English","English definition of spend in Oxford Dictionaries (British & World English)","spend","British & World English","…","Give (money) to pay for goods, services, or so as to benefit someone or something","17"
"http://www.oxforddictionaries.com/definition/english/sport","sport British & World English","English definition of sport in Oxford Dictionaries (British & World English)","sport","British & World English","…","An activity involving physical exertion and skill in which an individual or team competes against another or others for entertainment","17"
"http://www.oxforddictionaries.com/definition/english/spot","spot British & World English","English definition of spot in Oxford Dictionaries (British & World English)","spot","British & World English","…","A small round or roundish mark, differing in colour or texture from the surface around it","17"
"http://www.oxforddictionaries.com/definition/english/staff","staff British & World English","English definition of staff in Oxford Dictionaries (British & World English)","staff","British & World English","…","All the people employed by a particular organization","17"
"http://www.oxforddictionaries.com/definition/english/stage","stage British & World English","English definition of stage in Oxford Dictionaries (British & World English)","stage","British & World English","…","A point, period, or step in a process or development","17"
"http://www.oxforddictionaries.com/definition/english/stand","stand British & World English","English definition of stand in Oxford Dictionaries (British & World English)","stand","British & World English","…","Have or maintain an upright position, supported by one’s feet","17"
"http://www.oxforddictionaries.com/definition/english/standard","standard British & World English","English definition of standard in Oxford Dictionaries (British & World English)","standard","British & World English","…","A level of quality or attainment","17"
"http://www.oxforddictionaries.com/definition/english/star","star British & World English","English definition of star in Oxford Dictionaries (British & World English)","star","British & World English","…","A fixed luminous point in the night sky which is a large, remote incandescent body like the sun","17"
"http://www.oxforddictionaries.com/definition/english/start","start British & World English","English definition of start in Oxford Dictionaries (British & World English)","start","British & World English","…","Begin or be reckoned from a particular point in time or space; come into being","17"
"http://www.oxforddictionaries.com/definition/english/state","state British & World English","English definition of state in Oxford Dictionaries (British & World English)","state","British & World English","…","The particular condition that someone or something is in at a specific time","17"
"http://www.oxforddictionaries.com/definition/english/statement","statement British & World English","English definition of statement in Oxford Dictionaries (British & World English)","statement","British & World English","…","A definite or clear expression of something in speech or writing","17"
"http://www.oxforddictionaries.com/definition/english/station","station British & World English","English definition of station in Oxford Dictionaries (British & World English)","station","British & World English","…","A place where passenger trains stop on a railway line, typically with platforms and buildings","17"
"http://www.oxforddictionaries.com/definition/english/stay","stay British & World English","English definition of stay in Oxford Dictionaries (British & World English)","stay","British & World English","…","Remain in the same place","17"
"http://www.oxforddictionaries.com/definition/english/step","step British & World English","English definition of step in Oxford Dictionaries (British & World English)","step","British & World English","…","An act or movement of putting one leg in front of the other in walking or running","17"
"http://www.oxforddictionaries.com/definition/english/still","still British & World English","English definition of still in Oxford Dictionaries (British & World English)","still","British & World English","…","Not moving or making a sound","17"
"http://www.oxforddictionaries.com/definition/english/stock","stock British & World English","English definition of stock in Oxford Dictionaries (British & World English)","stock","British & World English","…","The goods or merchandise kept on the premises of a shop or warehouse and available for sale or distribution","17"
"http://www.oxforddictionaries.com/definition/english/stop","stop British & World English","English definition of stop in Oxford Dictionaries (British & World English)","stop","British & World English","…","(Of an event, action, or process) come to an end; cease to happen","17"
"http://www.oxforddictionaries.com/definition/english/store","store British & World English","English definition of store in Oxford Dictionaries (British & World English)","store","British & World English","…","A quantity or supply of something kept for use as needed","17"
"http://www.oxforddictionaries.com/definition/english/story","story British & World English","English definition of story in Oxford Dictionaries (British & World English)","story","British & World English","…","An account of imaginary or real people and events told for entertainment","17"
"http://www.oxforddictionaries.com/definition/english/strategy","strategy British & World English","English definition of strategy in Oxford Dictionaries (British & World English)","strategy","British & World English","…","A plan of action designed to achieve a long-term or overall aim","17"
"http://www.oxforddictionaries.com/definition/english/street","street British & World English","English definition of street in Oxford Dictionaries (British & World English)","street","British & World English","…","A public road in a city, town, or village, typically with houses and buildings on one or both sides","17"
"http://www.oxforddictionaries.com/definition/english/strike","strike British & World English","English definition of strike in Oxford Dictionaries (British & World English)","strike","British & World English","…","Hit forcibly and deliberately with one’s hand or a weapon or other implement","17"
"http://www.oxforddictionaries.com/definition/english/strong","strong British & World English","English definition of strong in Oxford Dictionaries (British & World English)","strong","British & World English","…","Having the power to move heavy weights or perform other physically demanding tasks","17"
"http://www.oxforddictionaries.com/definition/english/structure","structure British & World English","English definition of structure in Oxford Dictionaries (British & World English)","structure","British & World English","…","The arrangement of and relations between the parts or elements of something complex","17"
"http://www.oxforddictionaries.com/definition/english/struggle","struggle British & World English","English definition of struggle in Oxford Dictionaries (British & World English)","struggle","British & World English","…","Make forceful or violent efforts to get free of restraint or constriction","17"
"http://www.oxforddictionaries.com/definition/english/student","student British & World English","English definition of student in Oxford Dictionaries (British & World English)","student","British & World English","…","A person who is studying at a university or other place of higher education","17"
"http://www.oxforddictionaries.com/definition/english/study","study British & World English","English definition of study in Oxford Dictionaries (British & World English)","study","British & World English","…","The devotion of time and attention to gaining knowledge of an academic subject, especially by means of books","17"
"http://www.oxforddictionaries.com/definition/english/stuff","stuff British & World English","English definition of stuff in Oxford Dictionaries (British & World English)","stuff","British & World English","…","Matter, material, articles, or activities of a specified or indeterminate kind that are being referred to, indicated, or implied","17"
"http://www.oxforddictionaries.com/definition/english/style","style British & World English","English definition of style in Oxford Dictionaries (British & World English)","style","British & World English","…","A particular procedure by which something is done; a manner or way","17"
"http://www.oxforddictionaries.com/definition/english/subject","subject British & World English","English definition of subject in Oxford Dictionaries (British & World English)","subject","British & World English","…","A person or thing that is being discussed, described, or dealt with","17"
"http://www.oxforddictionaries.com/definition/english/success","success British & World English","English definition of success in Oxford Dictionaries (British & World English)","success","British & World English","…","The accomplishment of an aim or purpose","17"
"http://www.oxforddictionaries.com/definition/english/successful","successful British & World English","English definition of successful in Oxford Dictionaries (British & World English)","successful","British & World English","…","Accomplishing a desired aim or result","18"
"http://www.oxforddictionaries.com/definition/english/such","such British & World English","English definition of such in Oxford Dictionaries (British & World English)","such","British & World English","…","Of the type previously mentioned","18"
"http://www.oxforddictionaries.com/definition/english/suffer","suffer British & World English","English definition of suffer in Oxford Dictionaries (British & World English)","suffer","British & World English","…","Experience or be subjected to (something bad or unpleasant)","18"
"http://www.oxforddictionaries.com/definition/english/suggest","suggest British & World English","English definition of suggest in Oxford Dictionaries (British & World English)","suggest","British & World English","…","Put forward for consideration","18"
"http://www.oxforddictionaries.com/definition/english/supply","supply British & World English","English definition of supply in Oxford Dictionaries (British & World English)","supply","British & World English","…","Make (something needed or wanted) available to someone; provide","18"
"http://www.oxforddictionaries.com/definition/english/support","support British & World English","English definition of support in Oxford Dictionaries (British & World English)","support","British & World English","…","Bear all or part of the weight of; hold up","18"
"http://www.oxforddictionaries.com/definition/english/suppose","suppose British & World English","English definition of suppose in Oxford Dictionaries (British & World English)","suppose","British & World English","…","Think or assume that something is true or probable but lack proof or certain knowledge","18"
"http://www.oxforddictionaries.com/definition/english/sure","sure British & World English","English definition of sure in Oxford Dictionaries (British & World English)","sure","British & World English","…","Completely confident that one is right","18"
"http://www.oxforddictionaries.com/definition/english/surface","surface British & World English","English definition of surface in Oxford Dictionaries (British & World English)","surface","British & World English","…","The outside part or uppermost layer of something","18"
"http://www.oxforddictionaries.com/definition/english/surprise","surprise British & World English","English definition of surprise in Oxford Dictionaries (British & World English)","surprise","British & World English","…","An unexpected or astonishing event, fact, etc.","18"
"http://www.oxforddictionaries.com/definition/english/system","system British & World English","English definition of system in Oxford Dictionaries (British & World English)","system","British & World English","…","A set of things working together as parts of a mechanism or an interconnecting network; a complex whole","18"
"http://www.oxforddictionaries.com/definition/english/table","table British & World English","English definition of table in Oxford Dictionaries (British & World English)","table","British & World English","…","A piece of furniture with a flat top and one or more legs, providing a level surface for eating, writing, or working at","18"
"http://www.oxforddictionaries.com/definition/english/take","take British & World English","English definition of take in Oxford Dictionaries (British & World English)","take","British & World English","…","Lay hold of (something) with one’s hands; reach for and hold","18"
"http://www.oxforddictionaries.com/definition/english/talk","talk British & World English","English definition of talk in Oxford Dictionaries (British & World English)","talk","British & World English","…","Speak in order to give information or express ideas or feelings; converse or communicate by spoken words","18"
"http://www.oxforddictionaries.com/definition/english/target","target British & World English","English definition of target in Oxford Dictionaries (British & World English)","target","British & World English","…","A person, object, or place selected as the aim of an attack","18"
"http://www.oxforddictionaries.com/definition/english/tax","tax British & World English","English definition of tax in Oxford Dictionaries (British & World English)","tax","British & World English","…","A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions","18"
"http://www.oxforddictionaries.com/definition/english/teach","teach British & World English","English definition of teach in Oxford Dictionaries (British & World English)","teach","British & World English","…","Impart knowledge to or instruct (someone) as to how to do something","18"
"http://www.oxforddictionaries.com/definition/english/teacher","teacher British & World English","English definition of teacher in Oxford Dictionaries (British & World English)","teacher","British & World English","…","A person who teaches, especially in a school","18"
"http://www.oxforddictionaries.com/definition/english/team","team British & World English","English definition of team in Oxford Dictionaries (British & World English)","team","British & World English","…","A group of players forming one side in a competitive game or sport","18"
"http://www.oxforddictionaries.com/definition/english/technology","technology British & World English","English definition of technology in Oxford Dictionaries (British & World English)","technology","British & World English","…","The application of scientific knowledge for practical purposes, especially in industry","18"
"http://www.oxforddictionaries.com/definition/english/television","television British & World English","English definition of television in Oxford Dictionaries (British & World English)","television","British & World English","…","A system for converting visual images (with sound) into electrical signals, transmitting them by radio or other means, and displaying them electronically on a screen","18"
"http://www.oxforddictionaries.com/definition/english/tell","tell British & World English","English definition of tell in Oxford Dictionaries (British & World English)","tell","British & World English","…","Communicate information to someone in spoken or written words","18"
"http://www.oxforddictionaries.com/definition/english/ten","ten British & World English","English definition of ten in Oxford Dictionaries (British & World English)","ten","British & World English","…","Equivalent to the product of five and two; one more than nine; 10","18"
"http://www.oxforddictionaries.com/definition/english/term","term British & World English","English definition of term in Oxford Dictionaries (British & World English)","term","British & World English","…","A word or phrase used to describe a thing or to express a concept, especially in a particular kind of language or branch of study","18"
"http://www.oxforddictionaries.com/definition/english/test","test British & World English","English definition of test in Oxford Dictionaries (British & World English)","test","British & World English","…","A procedure intended to establish the quality, performance, or reliability of something, especially before it is taken into widespread use","18"
"http://www.oxforddictionaries.com/definition/english/than","than British & World English","English definition of than in Oxford Dictionaries (British & World English)","than","British & World English","…","Introducing the second element in a comparison","18"
"http://www.oxforddictionaries.com/definition/english/that","that British & World English","English definition of that in Oxford Dictionaries (British & World English)","that","British & World English","…","Used to identify a specific person or thing observed or heard by the speaker","18"
"http://www.oxforddictionaries.com/definition/english/the","the British & World English","English definition of the in Oxford Dictionaries (British & World English)","the","British & World English","…","Denoting one or more people or things already mentioned or assumed to be common knowledge","18"
"http://www.oxforddictionaries.com/definition/english/their","their British & World English","English definition of their in Oxford Dictionaries (British & World English)","their","British & World English","…","Belonging to or associated with the people or things previously mentioned or easily identified","18"
"http://www.oxforddictionaries.com/definition/english/them","them British & World English","English definition of them in Oxford Dictionaries (British & World English)","them","British & World English","…","Used as the object of a verb or preposition to refer to two or more people or things previously mentioned or easily identified","18"
"http://www.oxforddictionaries.com/definition/english/themselves","themselves British & World English","English definition of themselves in Oxford Dictionaries (British & World English)","themselves","British & World English","…","Used as the object of a verb or preposition to refer to a group of people or things previously mentioned as the subject of the clause","18"
"http://www.oxforddictionaries.com/definition/english/then","then British & World English","English definition of then in Oxford Dictionaries (British & World English)","then","British & World English","…","At that time; at the time in question","18"
"http://www.oxforddictionaries.com/definition/english/theory","theory British & World English","English definition of theory in Oxford Dictionaries (British & World English)","theory","British & World English","…","A supposition or a system of ideas intended to explain something, especially one based on general principles independent of the thing to be explained","18"
"http://www.oxforddictionaries.com/definition/english/there","there British & World English","English definition of there in Oxford Dictionaries (British & World English)","there","British & World English","…","In, at, or to that place or position","18"
"http://www.oxforddictionaries.com/definition/english/therefore","therefore British & World English","English definition of therefore in Oxford Dictionaries (British & World English)","therefore","British & World English","…","For that reason; consequently","18"
"http://www.oxforddictionaries.com/definition/english/they","they British & World English","English definition of they in Oxford Dictionaries (British & World English)","they","British & World English","…","Used to refer to two or more people or things previously mentioned or easily identified","18"
"http://www.oxforddictionaries.com/definition/english/thing","thing British & World English","English definition of thing in Oxford Dictionaries (British & World English)","thing","British & World English","…","An object that one need not, cannot, or does not wish to give a specific name to","18"
"http://www.oxforddictionaries.com/definition/english/think","think British & World English","English definition of think in Oxford Dictionaries (British & World English)","think","British & World English","…","Have a particular belief or idea","18"
"http://www.oxforddictionaries.com/definition/english/third","third British & World English","English definition of third in Oxford Dictionaries (British & World English)","third","British & World English","…","Constituting number three in a sequence; 3rd","18"
"http://www.oxforddictionaries.com/definition/english/this","this British & World English","English definition of this in Oxford Dictionaries (British & World English)","this","British & World English","…","Used to identify a specific person or thing close at hand or being indicated or experienced","18"
"http://www.oxforddictionaries.com/definition/english/though","though British & World English","English definition of though in Oxford Dictionaries (British & World English)","though","British & World English","…","Despite the fact that; although","18"
"http://www.oxforddictionaries.com/definition/english/thousand","thousand British & World English","English definition of thousand in Oxford Dictionaries (British & World English)","thousand","British & World English","…","The number equivalent to the product of a hundred and ten; 1,000","18"
"http://www.oxforddictionaries.com/definition/english/threat","threat British & World English","English definition of threat in Oxford Dictionaries (British & World English)","threat","British & World English","…","A statement of an intention to inflict pain, injury, damage, or other hostile action on someone in retribution for something done or not done","18"
"http://www.oxforddictionaries.com/definition/english/three","three British & World English","English definition of three in Oxford Dictionaries (British & World English)","three","British & World English","…","Equivalent to the sum of one and two; one more than two; 3","18"
"http://www.oxforddictionaries.com/definition/english/through","through British & World English","English definition of through in Oxford Dictionaries (British & World English)","through","British & World English","…","Moving in one side and out of the other side of (an opening, channel, or location)","18"
"http://www.oxforddictionaries.com/definition/english/throughout","throughout British & World English","English definition of throughout in Oxford Dictionaries (British & World English)","throughout","British & World English","…","In every part of (a place or object)","18"
"http://www.oxforddictionaries.com/definition/english/throw","throw British & World English","English definition of throw in Oxford Dictionaries (British & World English)","throw","British & World English","…","Propel (something) with force through the air by a movement of the arm and hand","18"
"http://www.oxforddictionaries.com/definition/english/thus","thus British & World English","English definition of thus in Oxford Dictionaries (British & World English)","thus","British & World English","…","As a result or consequence of this; therefore","18"
"http://www.oxforddictionaries.com/definition/english/time","time British & World English","English definition of time in Oxford Dictionaries (British & World English)","time","British & World English","…","The indefinite continued progress of existence and events in the past, present, and future regarded as a whole","18"
"http://www.oxforddictionaries.com/definition/english/title","title British & World English","English definition of title in Oxford Dictionaries (British & World English)","title","British & World English","…","The name of a book, composition, or other artistic work","18"
"http://www.oxforddictionaries.com/definition/english/to","to British & World English","English definition of to in Oxford Dictionaries (British & World English)","to","British & World English","…","Expressing motion in the direction of (a particular location)","19"
"http://www.oxforddictionaries.com/definition/english/today","today British & World English","English definition of today in Oxford Dictionaries (British & World English)","today","British & World English","…","On or in the course of this present day","19"
"http://www.oxforddictionaries.com/definition/english/together","together British & World English","English definition of together in Oxford Dictionaries (British & World English)","together","British & World English","…","With or in proximity to another person or people","19"
"http://www.oxforddictionaries.com/definition/english/too","too British & World English","English definition of too in Oxford Dictionaries (British & World English)","too","British & World English","…","To a higher degree than is desirable, permissible, or possible; excessively","19"
"http://www.oxforddictionaries.com/definition/english/top","top British & World English","English definition of top in Oxford Dictionaries (British & World English)","top","British & World English","…","The highest or uppermost point, part, or surface of something","19"
"http://www.oxforddictionaries.com/definition/english/total","total British & World English","English definition of total in Oxford Dictionaries (British & World English)","total","British & World English","…","Comprising the whole number or amount","19"
"http://www.oxforddictionaries.com/definition/english/towards","towards British & World English","English definition of towards in Oxford Dictionaries (British & World English)","towards","British & World English","…","In the direction of","19"
"http://www.oxforddictionaries.com/definition/english/town","town British & World English","English definition of town in Oxford Dictionaries (British & World English)","town","British & World English","…","A built-up area with a name, defined boundaries, and local government, that is larger than a village and generally smaller than a city","19"
"http://www.oxforddictionaries.com/definition/english/track","track British & World English","English definition of track in Oxford Dictionaries (British & World English)","track","British & World English","…","A rough path or road, typically one beaten by use rather than constructed","19"
"http://www.oxforddictionaries.com/definition/english/trade","trade British & World English","English definition of trade in Oxford Dictionaries (British & World English)","trade","British & World English","…","The action of buying and selling goods and services","19"
"http://www.oxforddictionaries.com/definition/english/traditional","traditional British & World English","English definition of traditional in Oxford Dictionaries (British & World English)","traditional","British & World English","…","Existing in or as part of a tradition; long-established","19"
"http://www.oxforddictionaries.com/definition/english/train","train British & World English","English definition of train in Oxford Dictionaries (British & World English)","train","British & World English","…","Teach (a person or animal) a particular skill or type of behaviour through sustained practice and instruction","19"
"http://www.oxforddictionaries.com/definition/english/training","training British & World English","English definition of training in Oxford Dictionaries (British & World English)","training","British & World English","…","The action of teaching a person or animal a particular skill or type of behaviour","19"
"http://www.oxforddictionaries.com/definition/english/travel","travel British & World English","English definition of travel in Oxford Dictionaries (British & World English)","travel","British & World English","…","Make a journey, typically of some length","19"
"http://www.oxforddictionaries.com/definition/english/treat","treat British & World English","English definition of treat in Oxford Dictionaries (British & World English)","treat","British & World English","…","Behave towards or deal with in a certain way","19"
"http://www.oxforddictionaries.com/definition/english/treatment","treatment British & World English","English definition of treatment in Oxford Dictionaries (British & World English)","treatment","British & World English","…","The manner in which someone behaves towards or deals with someone or something","19"
"http://www.oxforddictionaries.com/definition/english/tree","tree British & World English","English definition of tree in Oxford Dictionaries (British & World English)","tree","British & World English","…","A woody perennial plant, typically having a single stem or trunk growing to a considerable height and bearing lateral branches at some distance from the ground","19"
"http://www.oxforddictionaries.com/definition/english/trial","trial British & World English","English definition of trial in Oxford Dictionaries (British & World English)","trial","British & World English","…","A formal examination of evidence by a judge, typically before a jury, in order to decide guilt in a case of criminal or civil proceedings","19"
"http://www.oxforddictionaries.com/definition/english/true","true British & World English","English definition of true in Oxford Dictionaries (British & World English)","true","British & World English","…","In accordance with fact or reality","19"
"http://www.oxforddictionaries.com/definition/english/try","try British & World English","English definition of try in Oxford Dictionaries (British & World English)","try","British & World English","…","Make an attempt or effort to do something","19"
"http://www.oxforddictionaries.com/definition/english/turn","turn British & World English","English definition of turn in Oxford Dictionaries (British & World English)","turn","British & World English","…","Move or cause to move in a circular direction wholly or partly around an axis or point","19"
"http://www.oxforddictionaries.com/definition/english/two","two British & World English","English definition of two in Oxford Dictionaries (British & World English)","two","British & World English","…","Equivalent to the sum of one and one; one less than three; 2","19"
"http://www.oxforddictionaries.com/definition/english/type","type British & World English","English definition of type in Oxford Dictionaries (British & World English)","type","British & World English","…","A category of people or things having common characteristics","19"
"http://www.oxforddictionaries.com/definition/english/under","under British & World English","English definition of under in Oxford Dictionaries (British & World English)","under","British & World English","…","Extending or directly below","19"
"http://www.oxforddictionaries.com/definition/english/understand","understand British & World English","English definition of understand in Oxford Dictionaries (British & World English)","understand","British & World English","…","Perceive the intended meaning of (words, a language, or a speaker)","19"
"http://www.oxforddictionaries.com/definition/english/union","union British & World English","English definition of union in Oxford Dictionaries (British & World English)","union","British & World English","…","The action of joining together or the fact of being joined together, especially in a political context","19"
"http://www.oxforddictionaries.com/definition/english/unit","unit British & World English","English definition of unit in Oxford Dictionaries (British & World English)","unit","British & World English","…","An individual thing or person regarded as single and complete but which can also form an individual component of a larger or more complex whole","19"
"http://www.oxforddictionaries.com/definition/english/until","until British & World English","English definition of until in Oxford Dictionaries (British & World English)","until","British & World English","…","Up to (the point in time or the event mentioned)","19"
"http://www.oxforddictionaries.com/definition/english/up","up British & World English","English definition of up in Oxford Dictionaries (British & World English)","up","British & World English","…","Towards a higher place or position","19"
"http://www.oxforddictionaries.com/definition/english/upon","upon British & World English","English definition of upon in Oxford Dictionaries (British & World English)","upon","British & World English","…","More formal term for on, especially in abstract senses.","19"
"http://www.oxforddictionaries.com/definition/english/us","us British & World English","English definition of us in Oxford Dictionaries (British & World English)","us","British & World English","…","Used by a speaker to refer to himself or herself and one or more other people as the object of a verb or preposition","19"
"http://www.oxforddictionaries.com/definition/english/use","use British & World English","English definition of use in Oxford Dictionaries (British & World English)","use","British & World English","…","Take, hold, or deploy (something) as a means of accomplishing or achieving something; employ","19"
"http://www.oxforddictionaries.com/definition/english/user","user British & World English","English definition of user in Oxford Dictionaries (British & World English)","user","British & World English","…","A person who uses or operates something","19"
"http://www.oxforddictionaries.com/definition/english/usually","usually British & World English","English definition of usually in Oxford Dictionaries (British & World English)","usually","British & World English","…","Under normal conditions; generally","19"
"http://www.oxforddictionaries.com/definition/english/value","value British & World English","English definition of value in Oxford Dictionaries (British & World English)","value","British & World English","…","The regard that something is held to deserve; the importance, worth, or usefulness of something","19"
"http://www.oxforddictionaries.com/definition/english/various","various British & World English","English definition of various in Oxford Dictionaries (British & World English)","various","British & World English","…","Different from one another; of different kinds or sorts","19"
"http://www.oxforddictionaries.com/definition/english/vehicle","vehicle British & World English","English definition of vehicle in Oxford Dictionaries (British & World English)","vehicle","British & World English","…","A thing used for transporting people or goods, especially on land, such as a car, lorry, or cart","19"
"http://www.oxforddictionaries.com/definition/english/version","version British & World English","English definition of version in Oxford Dictionaries (British & World English)","version","British & World English","…","A particular form of something differing in certain respects from an earlier form or other forms of the same type of thing","19"
"http://www.oxforddictionaries.com/definition/english/very","very British & World English","English definition of very in Oxford Dictionaries (British & World English)","very","British & World English","…","Used for emphasis:","19"
"http://www.oxforddictionaries.com/definition/english/victory","victory British & World English","English definition of victory in Oxford Dictionaries (British & World English)","victory","British & World English","…","An act of defeating an enemy or opponent in a battle, game, or other competition","19"
"http://www.oxforddictionaries.com/definition/english/video","video British & World English","English definition of video in Oxford Dictionaries (British & World English)","video","British & World English","…","The recording, reproducing, or broadcasting of moving visual images","19"
"http://www.oxforddictionaries.com/definition/english/view","view British & World English","English definition of view in Oxford Dictionaries (British & World English)","view","British & World English","…","The ability to see something or to be seen from a particular place","19"
"http://www.oxforddictionaries.com/definition/english/visit","visit British & World English","English definition of visit in Oxford Dictionaries (British & World English)","visit","British & World English","…","Go to see and spend time with (someone) socially","19"
"http://www.oxforddictionaries.com/definition/english/voice","voice British & World English","English definition of voice in Oxford Dictionaries (British & World English)","voice","British & World English","…","The sound produced in a person’s larynx and uttered through the mouth, as speech or song","19"
"http://www.oxforddictionaries.com/definition/english/vote","vote British & World English","English definition of vote in Oxford Dictionaries (British & World English)","vote","British & World English","…","A formal indication of a choice between two or more candidates or courses of action, expressed typically through a ballot or a show of hands","19"
"http://www.oxforddictionaries.com/definition/english/wait","wait British & World English","English definition of wait in Oxford Dictionaries (British & World English)","wait","British & World English","…","Stay where one is or delay action until a particular time or event","19"
"http://www.oxforddictionaries.com/definition/english/walk","walk British & World English","English definition of walk in Oxford Dictionaries (British & World English)","walk","British & World English","…","Move at a regular pace by lifting and setting down each foot in turn, never having both feet off the ground at once","19"
"http://www.oxforddictionaries.com/definition/english/wall","wall British & World English","English definition of wall in Oxford Dictionaries (British & World English)","wall","British & World English","…","A continuous vertical brick or stone structure that encloses or divides an area of land","19"
"http://www.oxforddictionaries.com/definition/english/want","want British & World English","English definition of want in Oxford Dictionaries (British & World English)","want","British & World English","…","Have a desire to possess or do (something); wish for","19"
"http://www.oxforddictionaries.com/definition/english/war","war British & World English","English definition of war in Oxford Dictionaries (British & World English)","war","British & World English","…","A state of armed conflict between different countries or different groups within a country","19"
"http://www.oxforddictionaries.com/definition/english/watch","watch British & World English","English definition of watch in Oxford Dictionaries (British & World English)","watch","British & World English","…","Look at or observe attentively over a period of time","20"
"http://www.oxforddictionaries.com/definition/english/water","water British & World English","English definition of water in Oxford Dictionaries (British & World English)","water","British & World English","…","A colourless, transparent, odourless, liquid which forms the seas, lakes, rivers, and rain and is the basis of the fluids of living organisms","20"
"http://www.oxforddictionaries.com/definition/english/way","way British & World English","English definition of way in Oxford Dictionaries (British & World English)","way","British & World English","…","A method, style, or manner of doing something; an optional or alternative form of action","20"
"http://www.oxforddictionaries.com/definition/english/we","we British & World English","English definition of we in Oxford Dictionaries (British & World English)","we","British & World English","…","Used by a speaker to refer to himself or herself and one or more other people considered together","20"
"http://www.oxforddictionaries.com/definition/english/weapon","weapon British & World English","English definition of weapon in Oxford Dictionaries (British & World English)","weapon","British & World English","…","A thing designed or used for inflicting bodily harm or physical damage","20"
"http://www.oxforddictionaries.com/definition/english/wear","wear British & World English","English definition of wear in Oxford Dictionaries (British & World English)","wear","British & World English","…","Have (something) on one’s body as clothing, decoration, or protection","20"
"http://www.oxforddictionaries.com/definition/english/week","week British & World English","English definition of week in Oxford Dictionaries (British & World English)","week","British & World English","…","A period of seven days","20"
"http://www.oxforddictionaries.com/definition/english/weight","weight British & World English","English definition of weight in Oxford Dictionaries (British & World English)","weight","British & World English","…","A body’s relative mass or the quantity of matter contained by it, giving rise to a downward force; the heaviness of a person or thing","20"
"http://www.oxforddictionaries.com/definition/english/welcome","welcome British & World English","English definition of welcome in Oxford Dictionaries (British & World English)","welcome","British & World English","…","An instance or manner of greeting someone","20"
"http://www.oxforddictionaries.com/definition/english/well","well British & World English","English definition of well in Oxford Dictionaries (British & World English)","well","British & World English","…","In a good or satisfactory way","20"
"http://www.oxforddictionaries.com/definition/english/what","what British & World English","English definition of what in Oxford Dictionaries (British & World English)","what","British & World English","…","Asking for information specifying something","20"
"http://www.oxforddictionaries.com/definition/english/whatever","whatever British & World English","English definition of whatever in Oxford Dictionaries (British & World English)","whatever","British & World English","…","Used to emphasize a lack of restriction in referring to any thing or amount, no matter what","20"
"http://www.oxforddictionaries.com/definition/english/when","when British & World English","English definition of when in Oxford Dictionaries (British & World English)","when","British & World English","…","At what time","20"
"http://www.oxforddictionaries.com/definition/english/where","where British & World English","English definition of where in Oxford Dictionaries (British & World English)","where","British & World English","…","In or to what place or position","20"
"http://www.oxforddictionaries.com/definition/english/whether","whether British & World English","English definition of whether in Oxford Dictionaries (British & World English)","whether","British & World English","…","Expressing a doubt or choice between alternatives","20"
"http://www.oxforddictionaries.com/definition/english/which","which British & World English","English definition of which in Oxford Dictionaries (British & World English)","which","British & World English","…","Asking for information specifying one or more people or things from a definite set","20"
